Name;Address;Zip;City;Phone;Fax;E-Mail;URL
Augustin Bauunternehmung GmbH;Sylvesterallee 2,;22525;Hamburg-Eidelstedt;040 50 05 36 36;;info@augustin-bauunternehmung.de;http://www.augustin-bauunternehmung.de
Sanierung - Abruch - Garten- und Landschaftsbau, Fach- und Meisterbetrieb A. Yilmaz;Glockengießerwall 26,;20095;Hamburg-Altstadt;040 32 89 07 15;;w.weber@sanierung-weber.de;http://www.sanierung-weber.de
PPL Planungsgruppe Prof. Laage - Architektur, Stadtplanung, Forschung;Bei den Mühren 70,;20457;Hamburg-Altstadt;040 4 31 95-0;;info@ppl-hh.de;http://www.ppl-hh.de
Knospe Dietlinde C. Sachverständige für Bauschäden;Arndtstr. 23,;22085;Hamburg-Uhlenhorst;040 28 40 81-40;;info@dck-bauconsult.de;http://www.dck-bauconsult.de
FABER-PRAETORIUS Ingenieur;Bernstorffstr. 99,;22767;Hamburg-Altona-Altstadt;040 22 88 40 44;;mail@faber-praetorius.de;http://www.faber-praetorius.de
Johannes Lindemann GmbH & Co. KG;Klarenstrecker Damm 16,;21684;Stade;04141 52 60;;info@lindemann-gruppe.de;http://www.lindemann-gruppe.de
Johannes Lindemann GmbH & Co. KG Bauunternehmen;Beim Strohhause 27,;20097;Hamburg-St. Georg;040 24 87 45 08;;info@lindemann-gruppe.de;http://www.lindemann-gruppe.de
Wayss & Freytag Ingenieurbau AG;Heidenkampsweg 82A,;20097;Hamburg-Hammerbrook;040 28 94-0;;ingbau.hamburg@wf-ib.de;http://www.wf-ingbau.de
Bögershausen Bau GmbH;Kanalstr. 17,;22085;Hamburg-Uhlenhorst;040 22 69 58 88;;mail@b-bau.com;http://www.boegershausen-bau.de
SK-Smar bau GmbH Bauunternehmen;Ausschläger Weg 90,;20537;Hamburg-Hammerbrook;01577 3 68 61 32;;info@sk-smart.de;http://www.sk-smart.de
bmwquadrat architekten PD Neubau;Moorweidenstr. 22,;20146;Hamburg-Rotherbaum;040 59 46 85 47;;info@bmwquadrat.de;http://www.bmwquadrat.de
Ingenieurbüro Grassl GmbH;Hohler Weg 4,;20459;Hamburg-Neustadt;040 37 09 30;;hamburg@grassl-ing.de;http://www.grassl-ing.net
ILH Ingenieurleistungen Ingenieurbüro für Bauwesen;Bernstorffstr. 120,;22767;Hamburg-St. Pauli;040 87 60 49 54;;;http://www.ilh-hamburg.de
R+S Generalunternehmung GmbH;Weidestr. 132,;22083;Hamburg-Barmbek-Süd;040 8 90 66 10;;info@rs-sfbau.de;http://www.rs-sfbau.de
nms projektmanagement;Harkortstr. 38,;22765;Hamburg-Altona-Nord;040 30 71 99 12;;;http://www.nms-projekt.de
Spengler & Wiescholek Freie Architekten u. Stadtplaner;Elbchaussee 28,;22765;Hamburg-Ottensen;040 38 99 86-0;;office@spengler-wiescholek.de;http://www.spengler-wiescholek.de
DIBA HAUS Deutsche Immobilien und Bauträger GmbH Büro Hamburg;Palmaille 82,;22767;Hamburg-Altona-Altstadt;040 2 28 66 75 75;;info@diba-haus.de;http://www.diba-haus.de
LV AG Ingenieurdienstleistungen;Flachsland 29,;22083;Hamburg-Barmbek-Süd;040 68 28 36-60;;info@lv-ag.com;http://www.lv-ag.com
Max Bögl;Christoph-Probst-Weg 2,;20251;Hamburg;040 2 54 13 37-0;;info-hamburg@max-boegl.de;http://www.max-boegl.de
Holst GmbH & Co. KG Ingenieurbüro für Hoch- und Tiefbau;Ellerholzweg 14,;21107;Hamburg-Wilhelmsburg;040 7 56 16-0;;info@fr-holst.de;http://www.fr-holst.de
dck Ingenieurbüro GmbH;Arndtstr. 23,;22085;Hamburg-Uhlenhorst;0172 1 07 09 50;;info@dck-bauconsult.de;http://www.dck-bauconsult.de
Reinecke Christian Architekt;Schellingstr. 43,;22089;Hamburg-Eilbek;0163 9 63 81 92;;reinecke-planungsbuero@t-online.de;http://www.reinecke-planungsbuero.de
IWS-Bauplanungs GmbH;Bramfelder Chaussee 100,;22177;Hamburg-Bramfeld;040 61 17 76-0;;info@hh-iws.de;http://www.hh-iws.de
DAS PLUS GmbH Bauunternehmen;Kapstadtring 10,;22297;Hamburg-Winterhude;040 18 04 43 06;;;
Ing. und Vermessungsbüro Becker + Partner Vermessungsbüro;Schloßstr. 112,;22041;Hamburg-Wandsbek;040 71 48 70-0;;info@bp-vermessung.de;http://www.bp-vermessung.de
Room & space Dipl.-Ing. Silke Wittmann Innenarchitektur;Elsässer Str. 41,;22049;Hamburg-Dulsberg;040 64 56 89 30;;info@room-and-space.de;http://www.room-and-space.de
Hans-Heinrich Mohr GmbH;Heideweg 19b,;25492;Heist;04122 8 28 14;;sb@mohr-bauunternehmung.de;http://www.mohr-bauunternehmung.de
ABB-Allgemeine Baugesellschaft Buch mbH Bauunternehmen;Manshardtstr. 139,;22119;Hamburg-Billstedt;;;info@abb-hamburg.de;http://www.abb-hamburg.de
Hinck Bauunternehmen GmbH;Am Sportplatz 4,;27419;Wohnste;04169 6 63;;info@hinck-hochbau.de;http://www.hinck-hochbau.de
Alba-Bau GmbH;Hinschenfelder Str. 12,;22041;Hamburg-Wandsbek;040 65 05 69 30;;;
KMT Planungsgesellschaft mbH;Erdkampsweg 49,;22335;Hamburg-Fuhlsbüttel;040 50 05 73-0;;info@kmt-ai.de;http://www.kmt-ai.de
Vermessungs- und Ingenieurbüro John GmbH;Moorweg 2A,;21266;Jesteburg;04183 24 17;;info@john-vermessung.de;http://www.john-vermessung.de
Carl Schütt Tischlerei GmbH Tischlerei;Stader Str. 274,;21075;Hamburg-Heimfeld;040 79 01 51-40;;tischlerei@carl-schuett.de;http://www.carl-schuett.de
Buddenhagen & Steindorff GmbH Tiefbauarbeiten;Langenhorner Chaussee 155,;22415;Hamburg-Langenhorn;040 53 28 83-0;;;http://www.buddenhagen-steindorff.de
Luetkens Staak Ingenieure GbR;Fehrsweg 13,;22335;Hamburg-Fuhlsbüttel;040 2 84 10 25-10;;info@luetkens-staak.de;http://www.luetkens-ingenieure.de
CRP Ingenieurgemeinschaft Cziesielski, Ruhnau & Partner;Harburger Schloßstr. 6-12,;21079;Hamburg-Harburg;040 30 38 68 89;;platts@crp-hamburg.de;http://www.crp-hamburg.de
Zechbau GmbH Niederlassung Hamburg;Veritaskai 4,;21079;Hamburg-Harburg;040 6 69 46-0;;info-hamburg@zechbau.de;http://www.zechbau.de
HC Hagemann Bauunternehmen;Blohmstr. 18,;21079;Hamburg-Harburg;040 76 60 07-0;;info@hchagemann.de;http://www.hchagemann.de
West Umzüge;Altonaer Chaussee 36,;22869;Schenefeld;040 66 87 52 15;;info@west-umzuege.de;http://www.west-umzuege.de
NBB Neues Bauen Behrens Bauregie GmbH;Am Hohen Knäbel 18A,;21077;Hamburg-Eißendorf;040 79 01 96-0;;info@neuesbauen.com;http://www.neuesbauen.com
Bauunternehmen Heinz Seyffarth GmbH & Co. KG;Lange Str. 53,;21255;Kakenstorf;04186 4 30 23 68;;t.wengert@seyffarth-bau.de;http://www.seyffarth-bau.de
Sternberg Klaus H. Bauausführung;Willerstwiete 17,;22415;Hamburg-Langenhorn;040 46 07 27 37;;;
A.S.S. (Bau) Trade GmbH Bau;Vörloh 17,;22589;Hamburg-Iserbrook;040 80 03 06 40;;bauen@effektivbau.de;http://www.effektivbau.de
Amir Bau GmbH;Hamburger Kamp 4a,;22113;Oststeinbek;040 6 42 92 13;;info@amirbau.de;http://www.amirbau.de
A.S.S. Trade Bauausführungen;Vörloh 17,;22589;Hamburg-Iserbrook;040 18 10 94 94;;bauen@effektivbau.de;http://www.effektivbau.de
Plocksties GmbH Bauunternehmen;Am Knill 138,;22147;Hamburg-Rahlstedt;040 6 47 00 87;;;
Stadtverwaltung Schenefeld - Schenefeld Rathaus;Holstenplatz 3-5,;22869;Schenefeld;040 83 03 70;;rathaus@stadt-schenefeld.de;http://www.stadt-schenefeld.de
hagebau Handelsgesellschaft für Baustoffe mbH & Co. KG;Maldfeldstr. 22,;21218;Seevetal-Beckedorf;040 7 69 68;;janina.willhoeft@bauwelt.eu;http://www.delmes-heitmann.de
Mirow Thomas Dachdeckerei;Auf der Bojewiese 52,;21033;Hamburg-Lohbrügge;0177 7 24 44 44;;info@mirow-dachdecker.de;http://www.mirow-dachdecker.de
Puls Holger GmbH Ingenieurbüro;Rechterallee 23,;25462;Rellingen;04101 3 20 35;;pulsgmbh.hh@t-online.de;http://www.pulsgmbh.com
DELMES HEITMANN (GmbH + Co.) Seevetal;Maldfeldstr.,;21218;Seevetal-Beckedorf;0180 2 28 93 58;;janina.willhoeft@bauwelt.eu;http://www.delmes-heitmann.de
Heinz Eickhof Bauausführungen GmbH Bauunternehmen;Bürgermeister-Bombeck-Str. 3,;22851;Norderstedt-Glashütte;040 5 36 12 48;;;http://www.heinz-eickhof.de
Puls GmbH;Rechterallee 23,;25462;Rellingen;0171 4 91 21 87;;pulsgmbh.hh@t-online.de;http://www.pulsgmbh.com
Bausachverstand Kaiser - Bausachverständiger in Hamburg und Umgebung;Waldweg 40,;22393;Hamburg-Sasel;040 31 79 56 36;;info@bausachverstand-kaiser.de;https://www.bausachverstand-kaiser.de/
Baugeschäft Paasburg E.K.;Wensenbalken 66A,;22359;Hamburg-Volksdorf;040 6 93 49 67;;paasburgbau@hamburg.de;http://www.paasburgbau.de
Fahrenholtz Gerhard Dipl.-Ing. Fahrenholtz-Ingenieurbüro;Klaus-Schaumann-Str. 75,;21035;Hamburg-Bergedorf;040 7 35 55 00;;gerhard@fahrenholtz.de;http://www.fahrenholtz.de
Ingenieur-Büro Holger Puls;Rechterallee 23,;25462;Rellingen;04101 3 77 07-00;;pulsgmbh.hh@t-online.de;http://www.pulsgmbh.com
Ingenieurbüro Hans-W. Lühnen Elektroplanung;Schinkelring 41A,;22844;Norderstedt-Harksheide;040 5 26 18 50;;info@luehnen-eng.de;http://www.luehnen-eng.de
Ingenieurbüro Henning Thorsten Dipl. Ing.;Dingstätte 31,;25421;Pinneberg-Pinneberg-Nord;04101 51 47 86;;buero@ib-henning.com;http://www.ib-henning.com
Hansen Hans-Peter Dipl.-Ing. Architekt;Wulfsdorfer Weg 72,;22926;Ahrensburg;;;info@sachverstaendiger-hansen.de;http://www.sachverstaendiger-hansen.de
W. Tomson PlanungsgesellschaftmbH;Kirchenheerweg 21,;21037;Hamburg-Kirchwerder;040 79 31 94 14;;wolfgang.tomson@wtomson.de;http://www.wtomson.de
Baugeschäft Dahl Maurer & Betonbaumeister Maurer Bautenschutz Putzarbeiten Estricharbeiten;Pinnaudamm 4,;25421;Pinneberg-Pinneberg-Nord;0178 8 78 76 75;;info@maurermeister24.de;http://www.maurermeister24.de
Architektur- und Baubüro Ripplinger;Johann-Diedrich-Möller-Str. 56,;22880;Wedel;04103 9 05 48 96;;info@architekt-ripplinger-hamburg.de;https://www.architekt-ripplinger-hamburg.de/
DIBA Deutsche Immobilien und Bauträger GmbH;Rosengarten 31,;22880;Wedel-Schulau West;04103 96 59 10 40;;wedel@diba-haus.de;http://www.diba-haus.de
Hansen H.-P. Dipl.-Ing. Architekt;Wulfsdorfer Weg 72,;22926;Ahrensburg;04102 5 30 60;;info@sachverstaendiger-hansen.de;http://www.sachverstaendiger-hansen.de
Amtsarchiv Siek;Hauptstr. 49,;22962;Siek;04107 8 89 31 60;;leif-erik.poeppel@amtsiek.de;http://www.amtsiek.de
Brunkhorst Wiebke CAD-Zeichenbüro;Waldweg 35,;21227;Bendestorf-Bendestorfer Mühle;04183 9 75 93 14;;info@brunkhorst-bendestorf.de;http://www.brunkhorst-bendestorf.de
RT Massivbau GbR;Oher Weg 38,;22969;Witzhave;04104 9 04 49 82;;info@rt-massivbau.de;http://www.rt-massivbau.de
Hufenbach Architektur GmbH;Ollsener Str. 6,;21271;Hanstedt;04184 6 29;;office@architekt-hufenbach.de;http://www.architekt-hufenbach.de
Thun Diedrich Hoch- und Tiefbau;Daimlerstr. 21,;25337;Elmshorn;04121 7 10 42;;bt@diedrichthun.de;http://www.diedrichthun.de
Puls Bauunternehmung GmbH;Rolandsweg 16,;24641;Stuvenborn;04194 18 01;;k.puls@pulsbau.de;http://www.pulsbau.de
Amt Siek für Gemeinde Hoisdorf Feuerwehr;Hauptstr. 49,;22962;Siek;04107 44 11;;leif-erik.poeppel@amtsiek.de;http://www.amtsiek.de
EKO Hoch und Tiefbau;Lüneburger Str. 51,;21385;Amelinghausen;0177 1 37 48 57;;eko.hoch-tiefbau@web.de;http://www.ekohoch-tiefbau.com
Franke Bauunternehmen;Mühlenstr. 5,;22929;Hamfelde;04154 7 93 40 14;;info@franke-bauunternehmen.de;http://www.franke-bauunternehmen.de
Specht Johannes Bauunternehmen GmbH & Co. KG;Burgfeldstr. 15,;23795;Bad Segeberg;04551 99 66 66;;info@specht-bau.de;http://www.specht-bau.de
Möck Wolfgang Zimmerei;Pieperstr. 28,;21357;Bardowick;04131 76 95 85;;;http://www.zimmerei-moeck.de
Schwedthelm Jens Bauunternehmen;Dachtmisser Str. 19,;21391;Reppenstedt;04131 68 32 91;;jensschwedthelm@web.de;
Ingenieurbüro Martin Schäper;Lauenburger Str. 15,;21493;Schwarzenbek-Schmiedekamp;04151 83 38 10;;info@ing-schaeper.de;http://www.ing-schaeper.de
Ernst Hasselbring GmbH & Co.KG Baustoff- und Holzgroßhandel Baufachzentrum;Klarenstrecker Damm 12,;21684;Stade;04141 52 70;;;http://www.baufachzentrum-hasselbring.de
Abwasser Tödter-Sielbau GmbH;Roßkamp 3b,;24576;Hitzhusen;04192 81 31 86;;info@toesi.de;http://www.toesi.de
KERAMUNDO ?  Welt der Fliesen;In der Marsch 5,;21339;Lüneburg-Goseburg-Zeltberg;;;burg@keramundo.de;http://www.keramundo.de
IBB Ingenieurbüro Botha+Partner Ingenieurbüro Architekturbüro;Dorfstr. 10,;23847;Westerau;04539 8 88 94 11;;ibbotha@t-online.de;http://www.ibbotha.de
Ingenieurbüro Heinatz Ingenieurbüro für Bauwesen;Witzendorffstr. 34,;21339;Lüneburg-Kreideberg;0176 61 56 62 47;;a.heinatz@heinatz.eu;http://www.heinatz.eu
BSK Bau u. Stadtplaner Kontor Stadtplanung;Mühlenplatz 1,;23879;Mölln;04542 84 94 00;;info@bsk-moelln.de;http://www.bsk-moelln.de
Güster Bau GmbH;Am Dorfplatz 4,;21514;Güster;04158 88 87 77;;info@guester-bau.de;http://www.guester-bau.de
Ingenieurbüro Beußel GmbH;Stadtkoppel 26,;21337;Lüneburg-Neu Hagen;04131 76 43-0;;info@buerobeussel.de;http://www.buerobeussel.de
Planungsbüro Giese;Seminarweg 4,;23795;Bad Segeberg;04551 99 39 36;;ingo-giese@versanet.de;http://www.planungsbuero-giese.de
Taurus Inh. Stefan Rogge Bauservice;Grambeker Weg 165,;23879;Mölln;04542 82 19 08;;info@taurus-bau.de;http://www.taurus-bau.de
Ingenieurbüro Kuhn und PartnerDiplom-Ingenieure;Bülows Kamp 6,;21337;Lüneburg-Kaltenmoor;04131 22 44 89-0;;;http://www.kuhn-partner.de
BSK Bau & Stadtplaner Kontor Architektur;Mühlenplatz 1,;23879;Mölln;04542 84 94 40;;info@bsk-moelln.de;http://www.bsk-moelln.de
Hothan Hochbau GmbH;Halvestorfer Str. 13,;31787;Hameln-Halvestorf;05158 9 92 02 15;;;http://www.hothan-hochbau.de
Stock Erhard Hochbau;Hasenwinkel 4,;31840;Hessisch Oldendorf-Friedrichshagen;05158 99 12 92;;;
Izer Hochbau GmbH;Kupferschmiedestr. 8,;31785;Hameln-Innenstadt;0174 1 79 74 06;;;http://www.izerhochbau.de
Schoke Bau GmbH;Schloßstr. 2,;37619;Bodenwerder;05533 4 09 47 70;;;http://www.schoke-bau.de
Rosenbusch Ingenieurbüro GmbH Bauingenieur;An der Bismarckschule 14,;30173;Hannover-Südstadt;0511 80 05 98-3;;;http://www.statik-rosenbusch.de
Scheidt Bauunternehmung GmbH, Wilhelm;Lilienthalstr. 11,;32052;Herford;05221 97 49-0;;;http://www.wilhelm-scheidt-herford.de
Hildebrandt Hoch- u. Industriebau GmbH;Utermöhlestr. 11,;31135;Hildesheim-Bavenstedt;05121 75 10-0;;;http://www.hildebrandt-industriebau.de
Assos Bau GmbH & Co. KG;Staatswiesenstr. 2,;30177;Hannover;0176 62 89 69 84;;info@assos-bau.de;http://www.assos-bau.de
Kreibe Bau GmbH & Co.KG;Mindener Str. 82,;32049;Herford-Innenstadt;05221 28 02 20;;;http://www.kreibe-bau.de
Projektbau Depenbrock GmbH & Co. KG;Desbrocksheidering 50,;30419;Hannover-Stöcken;0511 74 02 99-0;;;http://www.depenbrock.de
bauart Planungs- und Bauträgergesellschaft mbH;Gropiusstr. 11,;31137;Hildesheim-Steuerwald;05121 74 58 93-0;;;http://www.bauart-gmbh.de/
agz Architekturbüro Zingel GmbH;Am Flugplatz 7,;31137;Hildesheim-Nord;05121 16 87 20;;;http://www.architekturbuerozingel.de
Heidebrecht Jörg;Milser Ring 9A,;33818;Leopoldshöhe-Bechterdissen;05202 98 92 69;;;http://www.heidebrecht-architektur.de
Kronshage Bau GmbH;Schuckenteichweg 32,;33818;Leopoldshöhe;05208 9 19 98-0;;;http://www.bau-kronshage.de
Schramm Industriebau KG, Friedrich-Carl;Hannoversche Str. 21,;37574;Einbeck;05561 9 47-0;;;http://www.schramm-einbeck.de
Ebeling, Günter GmbH;Friedrich-Ebert-Str. 106,;32120;Hiddenhausen-Schweicheln-Bermbeck;05221 6 22 67;;;http://www.bauunternehmen-ebeling.de
Allerkamp-Lücking Bauunternehmen;Istruper Str. 4,;33034;Brakel-Istrup;05272 54 49;;;http://www.allerkamp-luecking.de
Kraemer Bau GmbH;Neißer Weg 4,;31174;Schellerten-Bettmar;05121 6 97 59 75;;;http://www.kraemerbau-gmbh.de
Plan & Projekt Hannover GmbH Bauunternehmen für Hochbau;Groß-Buchholzer Str. 21A,;30655;Hannover-Groß Buchholz;0511 65 51 46 97;;;http://www.plan-projektbau.de
Immo Projektbau;Eisenstr. 3,;30916;Isernhagen-Isernhagen H.B.;0511 72 53 80 22;;;
Hochtief Facility Management GmbH Gebäudemanagement;Podbielskistr. 342,;30655;Hannover-Groß Buchholz;0511 61 01 82-9 00;;;http://www.hochtief-facilitymanagement.de
Vollbrecht-Bau-GmbH;Am Rolande 13,;31188;Holle;05062 82 93;;;http://www.vollbrecht-immobilien.de
OKB Opitz Kreatives Bauen Inh. Hauke Hennig;Brandenburger Str. 26a,;31789;Hameln;05151 75 72;;okb-hameln@t-online.de;http://www.okb-hameln.de
Schaper Hoch- u. Ing.Bau GmbH;Breinumer Str. 26,;31195;Lamspringe-Sehlem;05060 90 80-0;;;http://www.schaper-haus.de
Seelkopf - Hausverwaltung Büro für Hausverwaltungen;Nienstädter Str. 15,;31655;Stadthagen-Enzen;05721 7 40 51;;;http://www.seelkopf-bau.de
Baugeschäft Norbert Stichnoth GmbH;Lange Str. 53-55,;31020;Salzhemmendorf-Thüste;05186 13 37;;;http://www.baugeschaeft-stichnoth.de
Baukmeier Otto Holzbau-Fertigbau GmbH & Co. KG;Otto-Körting-Str. 3,;31789;Hameln-Gewerbegebiet Süd;05151 95 38-0;;;https://meisterstueck.de
Bartels Baugeschäft GmbH & Co. KG W.;Industriestr. 12,;31061;Alfeld-Limmer;05181 14 10;;;http://www.bartels-baugeschaeft.de
Bernert Bau GmbH Hoch- und Tiefbau;Bergweg 9,;69517;Gorxheimertal-Trösel;06201 87 20 68;;;
AiB GmbH Hochbau;Kirchstr. 18,;64653;Lorsch;06251 77 06 50;;info@aib-planung.de;http://www.aib-planung.de
Hoch- und Tiefbau;Hauptstr. 79,;67133;Maxdorf;06237 40 11 26;;willkommen@vg-maxdorf.de;http://www.vg-maxdorf.de
Hoch-Tief u. Schalungsbau Hans Günter Mößinger GmbH;Kreiswaldweg 8,;69509;Mörlenbach-Bonsweiher;06209 56 40;;;
AiB GmbH;Kirchstr. 18,;64653;Lorsch;;;;
IMPLENIA Hochbau GmbH;Gottlieb-Daimler-Str. 10,;68165;Mannheim-Oststadt;0621 49 49 02-0;;;
Reinhard Bauservice GmbH;Gotenstr. 13,;68259;Mannheim-Wallstadt;0621 7 17 62-0;;;http://www.reinhard-bauservice.de
NHL Bau GmbH;Bruchwiesenstr. 19,;67059;Ludwigshafen am Rhein-Mundenheim;0173 2 88 89 99;;anfrage@nhl-bau.de;https://nhl-bau.de
SINA BAU GmbH;Mühlweg 1,;69483;Wald-Michelbach-Siedelsbrunn;06207 82 09 81;;mail@bau-sina.de;http://www.bau-sina.de
Conti GmbH & Co. KG;Bahnhofstr. 30,;68753;Waghäusel-Wiesental;07254 39 37;;;
Bektas Baumanagement GmbH;Alte Bruchsaler Str. 24,;69168;Wiesloch-Frauenweiler;06222 3 84 30 46;;;
Richard Schönfeld Bauunternehmen;Bruchweg 59,;76187;Karlsruhe-Knielingen;0721 5 31 04 95;;info@schoenfeldbau.de;http://www.schoenfeldbau.de
Bender Inh. Holger Mückenhausen;Wiesenstr. 23,;69254;Malsch;07253 92 48 90;;;http://www.bauunternehmen-bender.de
huschka_architekten freie Architekten PartGmbB;Mörikestr. 7/1,;74226;Nordheim;07133 1 49 66-20;;mail@huschka-architekten.de;http://www.huschka-architekten.de
Di Chiara & Co. GmbH;In den Fahrgärten 19,;67165;Waldsee;06236 5 20 69;;info@dichiara-bau.de;http://www.dichiara-bau.de
ALB Bau GmbH;Im Neudeck 6,;67346;Speyer;06232 3 17 09 91;;info@alb-bau.de;
Haag & Sohn GmbH Bauunternehmung;Weinbrennerstr. 2,;68753;Waghäusel-Wiesental;07254 14 89;;;
Heberger GmbH;Waldstr. 3,;67105;Schifferstadt;06235 93 00;;info@heberger.de;http://www.Heberger.de
Hermann Baugesellschaft mbH;Auf der unteren Weide 2,;67125;Dannstadt-Schauernheim;06231 6 32 14 67;;mhermann778@gmail.com;
Klein Werner Bauunternehmung GbR;Heilbronner Str. 4,;76726;Germersheim;07274 31 43;;info@kleinbauunternehmung.de;https://kleinbauunternehmung.de
Heinrich Scherer Hoch- & Tiefbau GmbH & Co. KG Hoch- und Tiefbau;Wörthstr. 1,;76726;Germersheim;07274 7 07 30;;info@schererbau.de;http://www.schererbau.de
Rapp Hoch- u. Tiefbau GmbH;Am Flugplatz 4,;74821;Mosbach-Lohrbach;06261 92 32-0;;;http://rapphoch-tiefbau.de
Kretz;Einsiedelweg 17,;74821;Mosbach;06261 92 79-0;;;
Fiskus Jürgen;Frankenstr. 6,;67133;Maxdorf;06237 53 35;;;
Klein Heinz-Joachim;Heinrich-Brauch-Str. 1,;67454;Haßloch;06324 92 56 16;;;
Schuler Johann & Sohn GmbH;Am Eisweiher 18,;74821;Mosbach;06261 92 07-0;;;
Dipl.-Ing. Helmut Vollmer GmbH Bauunternehmen;Mergelgrube 3,;76646;Bruchsal;07251 9 53 80;;info@vollmer-bau.de;https://www.vollmer-bau.de
Krüger Stefan;Schoppbergstr. 26,;75056;Sulzfeld;07269 91 91 55;;;http://krueger-bauunternehmung.de/
Niemann Leichtbeton GmbH Betonwerk;Spöcker Buchenstr. 1,;76297;Stutensee-Friedrichstal;07249 94 40-0;;;http://www.niemann-betonwerk.de
San Bau Bauunternehmung Hoch-Tiefbau GmbH;Kronenstr. 7,;76297;Stutensee-Spöck;07249 5 05 99 54;;;http://www.san-bau.de
d & b Bau GmbH;Speyerdorfer Str. 181,;67433;Neustadt an der Weinstraße;06321 4 00 00;;dbbau@db-bau.de;http://www.db-bau.de
Janzer Bau GmbH;Winzerstr. 59,;76646;Bruchsal-Obergrombach;07257 36 80;;;http://www.janzer-bau.de
Zipelius;Weinstr. 74,;67146;Deidesheim;06326 7 01 01 10;;zipelius@t-online.de;
Otto Gerd;Weinstr. 25,;67169;Kallstadt;06322 98 93 51;;ib.otto@t-online.de;http://www.ibotto.eu
ArchitekturDesign Meirer;Franz-Kugler-Str. 1,;67435;Neustadt an der Weinstraße-Königsbach;06321 6 79 01 61;;;http://www.architekturdesignmeirer.de
Piroscia GmbH Bauunternehmen;Eggensteiner Str. 48,;76297;Stutensee-Blankenloch;07244 9 44 26;;;http://www.piroscia.de
Schmid GmbH;Gewerbestr. 61,;75015;Bretten-Gölshausen;07252 72 65;;;http://www.schmid-bau.de
Weickum GmbH;Kirchbergstraße 44,;76356;Weingarten (Baden);07244 85 69;;info@weickum-bau.de;https://www.weickum-bau.de/
Weko-Bau Ltd.;Max-von-Laue-Str. 22,;75015;Bretten;07252 5 61 07 38;;;
Baumann Rohstoff-Recycling GmbH Containerdienste;Im Grein 19,;76829;Landau in der Pfalz;06341 93 31 33;;info@baumann-landau.de;http://www.baumann-landau.de
Wind Manfred;Hauptstr. 81,;76879;Bornheim;06348 81 88;;;
Hmb Ingenieure;Kriegsstr. 45,;76133;Karlsruhe-Hagsfeld;0721 91 45 50 10;;;http://www.hmb-ingenieure.eu
Klotz GmbH, Fertigkeller;Schillerstr. 28,;75433;Maulbronn-Zaisersweiher;07043 95 09-0;;;http://www.klotz-fertigkeller.de/
Beiner Manfred;Bruchgasse 16,;76863;Herxheim bei Landau/Pfalz;07276 85 81;;;
Füssler Wilhelm Bau GmbH;An der Rossweid 16,;76229;Karlsruhe-Grötzingen;0721 5 00 04-6 00;;;http://www.fuessler.de
Baresel AG Niederlassung Heilbronn Bauunternehmung;Villmatstr. 35,;74076;Heilbronn;07131 9 82 52-0;;;http://www.baresel.de/
Sandfuchs Peter;Lindenbergstr. 6,;76829;Landau in der Pfalz-Nußdorf;06341 5 59 04 90;;;
Köhler Holger;Carl-Hofer-Str. 26,;76227;Karlsruhe-Durlach;0178 3 12 91 74;;;http://www.KOEHLERBAUCONSULTING.DE
Harrer Ingenieure Gesellschaft beratender Ingenieure VBI mbH;Am Großmarkt 10,;76137;Karlsruhe-Rintheim;0721 1 81 90;;;http://www.harrer-ing.net
Langjahr Bau GmbH;Im Brühl 70/1,;74348;Lauffen am Neckar;07133 58 74;;info@langjahr-bau.de;http://www.langjahr-bau.de/
Novatec Industrie u. Hausbau GmbH;Wössinger Str. 26,;75203;Königsbach-Stein;07232 31 85 71;;;http://www.novatec-bau.de
Schumacher-Kuhn Helga Dipl.-Ing.;Spangenbergstr. 13,;67466;Esthal;06325 98 90 09;;;
Jörger GmbH;Bruckwiesenweg 66,;70327;Stuttgart-Hedelfingen;0711 9 32 36 10;;info@joerger-bau.de;https://www.joerger-bau.de/
Raatz Gesellschaft für Hochbau GmbH;Viktoriastr. 3,;69126;Heidelberg;0171 5 12 28 68;;info@raatz-bau.de;http://www.raatz-bau.de
Kugele Hochbau GmbH Bauunternehmen;Beilsteinstr. 48,;74523;Schwäbisch Hall-Gailenkirchen;0791 9 70 51-0;;;http://www.hkbau.de
C-Bud GbR;Humboldtstr. 32,;70771;Leinfelden-Echterdingen;0711 72 24 62 37;;cbudgbr@yahoo.de;
DANCAS Hochbau-und Altbausanierung UG;Rotenwaldstr. 78,;70197;Stuttgart-West;0711 8 88 00 16;;;
BSG W.Ries Bausanierungsgesellschaft mbH Hochbau, Betonsanierung Bausanierungsunternehmen;Prinz-Eugen-Str. 11,;74388;Talheim;;;bsg-bau@arcor.de;
ZECH Hochbau;Mönchhaldenstr. 26,;70191;Stuttgart-Nord;0711 98 29 68-0;;;
Zech Hochbau;Turbinenstr. 45,;70499;Stuttgart-Weilimdorf;0711 83 99 26-0;;;
KnausGmbH;Oberer Weinbergweg 21,;74865;Neckarzimmern;06261 1 35 98;;;
Peter Gross Hoch- und Tiefbau GmbH & Co. KG;Hedelfinger Str. 47,;70327;Stuttgart-Wangen;0711 96 58 96-0;;;
